,API Name,Api Url,Api Description,Api Category
6604,IBM Bluemix Offer Management API,/api/ibm-bluemix-offer-management," This BAIN REST API is used to orchestrate the processing of an offer for a new customer or an existing customer and is powered by IBM's API Management solution in Bluemix. The ""Offer"" process it...", Banking
6605,IBM Bluemix Card Capture API,/api/ibm-bluemix-card-capture, This BAIN REST API is used to capture and retrieve card payment transactions through the merchant network and is powered by IBM's API Management solution in Bluemix. It supports the point of sale..., Banking
6606,NASA Asteroids Neo Stats API,/api/nasa-asteroids-neo-stats," This REST API is a web service for near earth objects that retrieves current Neo Statistics. NASA open data supports NASA’s scientists and engineers with information technology such as infusion,...", Science
6607,SciStarter Data API,/api/scistarter-data," The Data API offers access to SciStarter's database of citizen science projects. Additionally, developers can compare and add new projects to the database. This API uses JSON for responses, and API...", Data
6608,Pokemon TCG API,/api/pokemon-tcg," The Pokemon TCG API allows developers to access in-depth details on every card and set in the Pokemon Trading Card Game (TCG). For cards, users can get names, types, subtypes, supertypes, weaknesses...", Games
6609,Mozilla Media Recorder API,/api/mozilla-media-recorder, The Mozilla Media Recorder API provides a mechanism for developers to record media streams from the user's input devices for instant use in web applications. It includes desktop support for Chrome..., Media
6610,NASA Asteroids Neo Lookup API,/api/nasa-asteroids-neo-lookup, This REST API allows you to lookup a specific Asteroid based on its NASA JPL small body (SPK-ID) ID. NASA open data is supporting NASA’s scientists and engineers with information technology like..., Science
6611,Category,/category/all/apis?page=877&order=field_article_primary_category&sort=asc,N/A,N/A
6612,NASA Asteroids Neo Browse API,/api/nasa-asteroids-neo-browse, This REST API is a web service for near earth objects that allows you to browse the overall Asteroid data-set. NASA open data supports NASA’s scientists and engineers with information technology..., Science
6613,NASA EONET Categories API,/api/nasa-eonet-categories, This EONET REST API can be used to filter the output of the Categories API and the Layers API. Categories are the types of events by which individual events are cataloged. EONET is The Earth..., Science
6614,NASA ECHO REST Web Services API,/api/nasa-echo-rest-web-services," This REST API is a view of NASA resources in ECHO that can be accessed through the use of HTTP with XML or JSON. These resources can be created, retrieved, updated, and deleted by using the HTTP...", Science
6615,Outlook People REST API,/api/outlook-people-rest," This REST API gains access to data secured by Azure Active Directory in Office 365. It allows you to get information about the people from across mail, contacts, and social networks. This includes...", Office
6616,Office 365 Data Extensions REST API,/api/office-365-data-extensions-rest," This REST API allows apps to store custom data in a message, event, or contact of the user's account. The account can be on Office 365 or Microsoft and includes; Hotmail.com, Live.com, MSN.com,...", Office
6617,Outlook Notifications REST API,/api/outlook-notifications-rest," This REST API allows apps to learn about changes to the user's mail, calendar, or contact data secured by Azure Active Directory in Office 365. Data includes; Hotmail.com, Live.com, MSN.com, Outlook...", Office
6618,Microsoft Azure Active Directory Graph REST API,/api/microsoft-azure-active-directory-graph-rest," This API provides programmatic access to Azure Active Directory and allows apps to perform; create, read, update, and delete (CRUD) operations on directory data and directory objects. This includes...", Office
6619,Dimelo API,/api/dimelo," Dimelo is a French customer engagement firm that provides social customer service technologies. Dimelo unifies social media messages, forum and communities, chat, and mobile messages in one system....", Engagement
6620,VictorOps API,/api/victorops," The VictorOps API provides integration of incidents, on-call, and reports for life-cycle IT projects. It is available in REST architecture with GET & POST requests that display JSON responses.", Developer Relations
6621,Aquaplot API,/api/aquaplot," Aquaplot offers sea routing functionality and distance computation for ships. Developers can build integrations related to route planning, route optimization, fleet maneuver planning, and traffic...", Optimization
6622,Category,/category/all/apis?page=878&order=field_article_primary_category&sort=asc,N/A,N/A
6623,NASA TechPort OpenData Support REST API,/api/nasa-techport-opendata-support-rest, This REST API can be used to export NASA's TechPort data into an XML format to be further processed and analyzed as technology project data to be available as machine-readable. NASA open data..., Government
6624,NASA Vesta Trek REST API,/api/nasa-vesta-trek-rest, This API is a part of a collection of APIs that power the Vesta Trek NASA web-based portals for exploration. Map layers are available through OGC RESTful WMTS protocol. NASA open data supports NASA..., Astronomy
6625,W3C Media Recorder API,/api/w3c-media-recorder," This W3C webservice API allows you to make basic recordings using the MediaRecorder object. The World Wide Web Consortium (W3C) is an international community where Member organizations, a full-time...", Media
6626,Walgreens Digital Offers API,/api/walgreens-digital-offers," The offers API enables third party applications to search and clip digital coupons directly to Walgreens customers Balance Rewards Cards. Platforms include; iPhone, iPad, Android, Android Tablet,...", Loyalty
6627,Skyscanner Hotels Autosuggest Service API,/api/skyscanner-hotels-autosuggest-service, This API can be used to retrieve a list of hotels and/or geographical locations. Use this list to perform pricing searches in the Skyscanner hotels and car hire APIs. Skyscanner is a global travel..., Travel
6628,Skyscanner Location Autosuggest Service API,/api/skyscanner-location-autosuggest-service, This API allows you to get a list of places in Skyscanner that match the query string. It also allows you to get information about a specific place given it's ID. Skyscanner is a global travel..., Travel
6629,Skyscanner Referrals Service API,/api/skyscanner-referrals-service," This API is a referral service that allows you access to the required Skyscanner web page based on the given query including; date, origin and/or destination. Skyscanner is a global travel search...", Travel
6630,Skyscanner Currencies Service API,/api/skyscanner-currencies-service," This API is used to get a list of currencies supported by Skyscanner, a global travel search engine that you can plan and book directly from millions of travel options.", Travel
6631,Skyscanner Locales Service API,/api/skyscanner-locales-service," This API allows you to return the list of localizations supported by Skyscanner, a global travel search engine that you can plan and book directly from millions of travel options.", Travel
6632,Skyscanner Markets Service API,/api/skyscanner-markets-service," This API allows you to return a list of countries supported by Skyscanner, a global travel search engine that you can plan and book directly from millions of travel options.", Travel
6633,Category,/category/all/apis?page=879&order=field_article_primary_category&sort=asc,N/A,N/A
6634,Skygear API,/api/skygear," Skygear provides a backend which can integrate functionality with applications such as chat, push notifications, user management, geolocation, sync capabilities, and bots. Additionally, Skygear...", Backend
6635,Eredivisie Live Scores API,/api/eredivisie-live-scores," The Eredivisie Live Scores API provides access to the analytical summaries of the previous, ongoing, and upcoming matches of the top-flight league in Netherlands. The API generates team and player...", Sports
6636,Restpack API,/api/restpack," The Restpack API is a collection of RESTful utilities, as a service (microservices). Developers can send requests and responses in JSON format & authenticate with token.", REST
6637,Channel PEAR API,/api/channel-pear," The Channel RESTful API is available to interact with PEAR library. It supports JSON responses and HTTP authentication. As a service, PEAR provides a collaborative and cloud based live stream...", Entertainment
6638,IBM Bluemix Issued Device Allocation API,/api/ibm-bluemix-issued-device-allocation," This BAIN REST API and is powered by IBM's API Management solution in Bluemix. Code examples available for cURL, Ruby, Python, PHP, Java, Node and Go. BAIN Is the Banking Industry Architecture...", Banking
6639,IBM Bluemix Location Data Management API,/api/ibm-bluemix-location-data-management, This BAIN REST API is used to maintain details of the use and state of locations of interest and is powered by IBM's API Management solution in Bluemix. The maintenance of location details are used..., Banking
6640,IBM Bluemix Transaction Engine API,/api/ibm-bluemix-transaction-engine, This BAIN REST API orchestrates a schedule of payment transaction and reporting activities for the fulfillment of certain long term instruments or structured facilities and is powered by IBM's API..., Banking
6641,PlanGrid API,/api/plangrid," PlanGrid is a construction and planning platform designed for enterprise applications. The PlanGrid platform features sheet comparison, measurement and markup support, and team permissions. The...", Planning
6642,Cycle API,/api/cycle," The Cycle API integrates platform as a service features for business that manage containers for software transport. It is available with SSL certificates, providing JSON architecture and OAuth2 as...", Platform-as-a-Service
6643,Slack Events Webhooks API,/api/slack-events-webhooks," The Events API allows developers to build applications that respond to activities in Slack. User and bot based event subscriptions can be received in JSON format. Once event types are specified,...", Messaging
6644,Category,/category/all/apis?page=880&order=field_article_primary_category&sort=asc,N/A,N/A
6645,GetSocial API,/api/getsocial," GetSocial is an in-app social marketing platform that features real-time chat, activity feeds, push notifications, and sharing. The GetSocial platform can be used to monetize and convert users into...", Social
6646,IBM Bluemix Customer Agreement API,/api/ibm-bluemix-customer-agreement, This BAIN REST API allows you to maintain a structured legal customer agreement and is powered by IBM's API Management solution in Bluemix. The customer agreement is linked to as many Sales Product..., Banking
6647,IBM Bluemix Sales Product Agreement API,/api/ibm-bluemix-sales-product-agreement, This BAIN REST API captures the legal terms of conditions in force for a sold product and is powered by IBM's API Management solution in Bluemix. This can include many details that influence product..., Banking
6648,IBM Bluemix Card Authorization API,/api/ibm-bluemix-card-authorization, This BAIN REST API executes the decision based authorization and recording of proposed card transactions through the merchant network powered by IBM's API Management solution in Bluemix. The card..., Banking
6649,IBM Bluemix Party Data Management API,/api/ibm-bluemix-party-data-management," This BAIN REST API allows you to maintain a comprehensive set of customer reference details, including demographics, administrative, KYC related properties, status and activity summaries powered by...", Banking
6650,Orkiv Inventory API,/api/orkiv-inventory," The Orkiv API provides inventory/eCommerce system to operate an omnichannel strategy. It includes clients in PHP, Objective C, Ruby, C#, Swift, JavaScript, Go, and Java languages.", Inventory
6651,Parsed JSON WHOIS API,/api/parsed-json-whois, The JSON WHOIS API provides fetching and parsing features. Users receive 1000 requests at no cost every month for the life of their account. PAYG starts at $0.002. HTTP available to make calls and..., Parsing
6652,SEO4Ajax Public API,/api/seo4ajax-public, The SEO4Ajax Public API allows users to retrieve captures and sitemaps of their sites. This API is intended for use by an HTTP server in order to proxify bot requests of resources to the SEO4Ajax..., SEO
6653,Pokémon Go Slack Integration API,/api/pok%C3%A9mon-go-slack-integration, The Pokémon Go Slack Integration combines the unofficial Pokémon Go Rocket API and Slack to deliver notifications about Pokémon Go. This integration provides information such as distance from a..., Games
6654,Text Control ReportingCloud API,/api/text-control-reportingcloud," The Text Control ReportingCloud API provides developers with tools to manage templates and to create documents. Some of the various features available are: deleting templates that are stored,...", Documents
6655,Category,/category/all/apis?page=881&order=field_article_primary_category&sort=asc,N/A,N/A
6656,ebay Post Order API,/api/ebay-post-order," This REST API from ebay allows you to offer enhanced post-purchase experiences that are based on retail concepts. These ""after-sale"" processes return Order Cancellations, Item Returns, Order...", eCommerce
6657,IBM Bluemix Transaction Authorization API,/api/ibm-bluemix-transaction-authorization," This BAIN REST API provides a risk based authorization service for interactive customer transactions powered by IBM's API Management solution in Bluemix. It combines the context transaction, customer...", Banking
6658,Moovit API,/api/moovit," Moovit offers transit directions for 800 cities in 60 countries. Information is combined from public transportation operators, and the user community to provide travelers with live data. Moovit...", Transportation
6659,Basecamp 3 API,/api/basecamp-3," The Basecamp 3 API allows developers to interact with their shared online work spaces programmatically. A Basecamp is a secure, private online work space that provides people working together with a...", Collaboration
6660,W3C Screen Orientation API,/api/w3c-screen-orientation, The W3C screen orientation API integrates the changing reading state of a device as landscape or portrait. Users can be informed when the screen orientation changes and can lock the orientation to a..., Standards
6661,Avatar API,/api/avatar, The Avatar API allows developers to get a user's profile picture and real name based on their email address. This can be used to personalize email-based communications or even just to add real names..., Profiles
6662,Open edX User API,/api/open-edx-user, Open edX REST API's allow you to build applications that interact with the edX open source platform. The User API allows you to view and update account and preference information. EdX provides..., Education
6663,Open edX Enrollment API,/api/open-edx-enrollment, Open edX REST API's allow you to build applications that interact with the edX open source platform. Use the Enrollment API to view user and course enrollment information and to enroll a user in a..., Education
6664,Open edX Courses API,/api/open-edx-courses, Open edX API's allow you to build applications that interact with the edX open source platform. Use the Courses REST API to obtain information about edX MOOC courses. EdX provides educational..., Education
6665,USJobPlace Job Search API,/api/usjobplace-job-search," The USJobPlace Job Search API is a custom job feed platform that developers can adapt to the look and feel of their own website. This API accepts requests in HTTP GET format, and responds in XML and...", Jobs
6666,Category,/category/all/apis?page=882&order=field_article_primary_category&sort=asc,N/A,N/A
6667,Microsoft Excel REST API,/api/microsoft-excel-rest," The Microsoft Excel REST API for Office 365 allows developers to integrate Microsoft Excel into their own applications and systems. The API provides methods for interacting with worksheets, tables,...", Office
6668,MedalBot API,/api/medalbot," The Medalbot API tracks the total number of medals bagged by the different countries participating in the 2016 Olympics in Rio, Brazil. It generates summary tables of the Gold, Silver, and Bronze...", Sports
6669,IBM Bluemix Reward Points Account API,/api/ibm-bluemix-reward-points-account, This BAIN REST API is used to administer rewards point accounts for consumer customers and is powered by IBM's API Management solution in Bluemix. Rewards points are handled as a pseudo currency..., Banking
6670,SEO4Ajax Authenticated API,/api/seo4ajax-authenticated, The SEO4Ajax Authenticated API allows developers to integrate JavaScript rendering features into their Ajax websites in order to make them more discoverable to search engines. SEO4Ajax can adapt to..., SEO
6671,SMS Gateway Center API,/api/sms-gateway-center," SMS Gateway Center allows developers to integrate SMS capabilities with applications. Developers can send personalized transactional, OTP and promotional SMS to their clients and website users. The...", Messaging
6672,Projector API,/api/projector, Projector is a user engagement system dedicated to mobile based in San Francisco. Projector was founded by seasoned startup veterans and venture-backed by top-tier firms. Actionable notifications and..., Mobile
6673,FlightAware REST API,/api/flightaware-rest," FlightXML is used to build aviation related applications which can query FlightAware's live flight information. Information available includes aircraft location, flight or tail number, origin and...", Air Travel
6674,FlightAware Firehose API,/api/flightaware-firehose," The FlightAware Firehose API is used to obtain worldwide commercial aircraft positions in real time. Additionally, it provides the calling system with flight information such as flight plans,...", Air Travel
6675,Salesforce Industries REST API,/api/salesforce-industries-rest, This REST API gives you access to individuals in your organization while interacting with Force.com. Use with the Industries products which gives you easy access to the special objects and features..., Enterprise
6676,Salesforce Streaming API,/api/salesforce-streaming," This Push API allows you to receive notifications for changes to Salesforce data that match a SOQL query you set in a secure and scalable way, while interacting with Force.com. Use when you need...", Enterprise
6677,Category,/category/all/apis?page=883&order=field_article_primary_category&sort=asc,N/A,N/A
6678,Salesforce Force REST API,/api/salesforce-force-rest," This REST API allows you to manage accounts, leads, and custom objects while interacting with Force.com. Recommended use is with mobile applications and Web 2.0 projects to create, retrieve, update...", Enterprise
6679,Salesforce Tooling REST API,/api/salesforce-tooling-rest, This REST API is used for developing interactive applications and allows you to retrieve smaller pieces of metadata while interacting with Force.com. Use when you need fine-grained access to an..., Enterprise
6680,Salesforce Place Order REST API,/api/salesforce-place-order-rest," This REST API allows you to access your organization's order and contract data programmatically while interacting with Salesforce.com. It gives you access to contract, order, and order product data...", Enterprise
6681,Salesforce Bulk REST API,/api/salesforce-bulk-rest," This Bulk REST API allows you to quickly load your organization's data into Salesforce and is optimized for loading or deleting large sets of data. You can use it to query, insert, update, upsert,...", Enterprise
6682,Streamaps API,/api/streamaps," The Streamaps API allows developers to get download and streaming links from the Streamaps library for use in their applications. Steamaps searches the internet for hosters, collects data, and adds...", Streaming
6683,Purina API,/api/purina," The Purina REST API integrates managed profiles into applications, providing nutritional data for pet and cat owners. It is available with HTTP requests to send JSON responses, under SSL security...", Pets
6684,Ambiverse Natural Language Understanding API,/api/ambiverse-natural-language-understanding," The Ambiverse Natural Language Understanding API allows users to extract usable information from unstructured text. Information is extracted in the form of entities, which may be identified as people...", Natural Language Processing
6685,vRate Nudity Detection API,/api/vrate-nudity-detection," The vRate Nudity Detection API allows users to detect the presence of nudity, pornography, and provocative content in images. vRate Nudity Detection is accurate even given a variety of scenes,...", Media
6686,EconomyBookings BCRM Affiliates API,/api/economybookings-bcrm-affiliates," The BCRM Affiliates Car Rentals API ( Car hire API, Car Rental API ) is used to connect an application, receive car booking rates, cars availability, and book car rentals. The methods include list...", Travel
6687,Clyp API,/api/clyp," Clyp offers an audio processing API that is free to use for non-commercial products. The supported file types are mp3, ogg, m4a, wav, aiff, aif, and 3gpp; mp3 and ogg files are made available after...", Audio
6688,Category,/category/all/apis?page=884&order=field_article_primary_category&sort=asc,N/A,N/A
6689,Provjera Registracije - Croatian Car Registration API,/api/provjera-registracije-croatian-car-registration," The Provjera Registracije - Croatian Car Registration API provides car registration information by sending its license plate number. The returned information includes make and model, engine size,...", Auto
6690,Free IP Address Info API,/api/free-ip-address-info," The Free IP Address Info API allows developers to get WHOIS data, including country, netname, status, and description. Users are allowed one IP address per private email address or per corporate/...", Tools
6691,TestFairy Upload API,/api/testfairy-upload," This API is used with the TestFairy REST API and various plugins such as Gradle, Jenkins and Bamboo, to streamline your build process and upload APKs or IPAs directly to TestFairy. TestFairy offers...", Testing
6692,Reincubate App Stream Storage API,/api/reincubate-app-stream-storage," The Reincubate iCloud API allows users to access iCloud resources for extracting, retrieving, and manipulating data from different types of iOS platforms and applications. The API accommodates large...", Cloud
6693,Apifaketory API,/api/apifaketory," The Apifaketory API is a gateway to a database of broad categories of content. It processes random data of a variety of bundled items that include: demographic profiles of correspondents, published...", Application Development
6694,OwlBot Dictionary API,/api/owlbot-dictionary," The OwlBot Dictionary API allows developers to get definitions and, in some cases, example sentences for English words. OwlBot searches the internet for English vocabulary definitions and saves them...", Dictionary
6695,Ligue 1 Live Scores API,/api/ligue-1-live-scores," The Ligue 1 Live Scores API provides access to the analytical summaries of the previous, ongoing, and upcoming matches of France's top-flight football (soccer) league. The API generates team and...", Sports
6696,CleanSpeak API,/api/cleanspeak," CleanSpeak offers content filtering and community moderation tools to existing applications and media such as real-time chat, online forums, games, images, and videos. Additionally, CleanSpeak can be...", Community
6697,AT&T Authentication Management API,/api/att-authentication-management, This API is used with all RESTful ATT API's to authenticate their wireless customers private customer related information. Customers can authorize third-party apps to provide details such as user..., Authentication
6698,AT&T M2X Keys API,/api/att-m2x-keys," This API allows you to manage master, device, collection, and distribution keys for all resources or a device or stream while using the AT...", Internet of Things
6699,Category,/category/all/apis?page=885&order=field_article_primary_category&sort=asc,N/A,N/A
6700,AT&T M2X Distribution API,/api/att-m2x-distribution, Manage M2X device distributions using this API. It will allow you to represent a group of Devices that begin with the attributes of the original device template when created. ATT M2X is a cloud-..., Application Development
6701,AT&T M2X MQTT API,/api/att-m2x-mqtt, This API from ATT uses the MQTT protocol to streamline the connection between devices and M2X. This allows you to build applications and services as well as gather and translate data in real-time...., Application Development
6702,Russian League Live Scores API,/api/russian-league-live-scores," The Russian League Live Scores API provides access to the analytical summaries of the previous, ongoing, and upcoming matches of Russia’s top-flight league. The API generates team and player profiles...", Sports
6703,Align Commerce API,/api/align-commerce," The Align Commerce API integrates payments via email. Developers can access with OAuth2 to make HTTP requests. Actions include issuing an access token, create new products, and list merchant invoices...", Payments
6704,UniGraph API,/api/unigraph," The UniGraph API facilitates access to a vast collection of knowledge resources. The API is powered by the UniGraph QL, a graph traversal language platform that is more or less an imitation of the...", Linked Data
6705,HERE Venue Maps API,/api/here-venue-maps," This REST API returns detailed information on geometry, metadata, Points of Interest (POI) and indoor routing for more than 12 000 venues around the world. Venue Maps includes responses for owner,...", Mapping
6706,HERE Public Transit API,/api/here-public-transit," This REST API allows access to a series of web services for finding your way around transit information. The Public Transit API combines agency data, external services and data collected and returns...", Mapping
6707,HERE Weather API,/api/here-weather," This REST API allows access to weather forecasts and reports, severe weather alerts and information about when the sun and moon rise and set, and the phase of the moon. The HERE Weather API returns...", Mapping
6708,Brightcove Audience API,/api/brightcove-audience," The Brightcove Audience API integrates view event and lead data into media applications. It is available with HTTP requests to receive JSON responses, authorizing with token.", Media
6709,Google Cloud Natural Language API,/api/google-cloud-natural-language," The Cloud Natural Language API uses Google's machine learning to integrate applications with a text analysis system. This API can extract data about places, people , and events, obtain intent from...", Cloud
6710,Category,/category/all/apis?page=886&order=field_article_primary_category&sort=asc,N/A,N/A
6711,Telestax Restcomm Rest API,/api/telestax-restcomm-rest," This REST API allows you to query meta-data about your account, phone numbers, calls, text messages, and recordings. Telestax works with Open Source and Open Standards telecommunications service...", Voice
6712,SNAP PAC REST API,/api/snap-pac-rest," A RESTful API to Opto 22 industrial programmable automation controllers (PACs) to enable rapid Industrial Internet of Things application development, reduced time to market in machine and system...", Automation
6713,GlimpseDash API,/api/glimpsedash, GlimpseDash is a TV dashboard system created for offices with the purpose of displaying motivational data (Motivational Dashboard). This SaaS offers themed dashboards for motivation and engagement..., Analytics
6714,Telecoms Cloud API,/api/telecoms-cloud," This Rest-like HTTP API is used to connect data in the cloud. Access features including Voice, SMS, Fax, Data Processing and more. Used with web, mobile or internet-connected device, Telecoms...", Fax
6715,Nigeria Stock Exchange API,/api/nigeria-stock-exchange," The Nigeria Stock Exchange API allows developers to integrate Nigerian stock data into their websites. Available feeds include Top Ten Trades, Top Ten Losers, Top Ten Gainers, No Change, and more....", Financial
6716,DeepCrawl API,/api/deepcrawl, The DeepCrawl API carries advanced website intelligence gathering tools. Its crawling capabilities are designed to monitor websites and generate analytical summaries of crucial information such as..., Web Site Management
6717,pCloud API,/api/pcloud, The pCloud API is a development platform for online storage solutions. The API is split into the HTTP/JSON and binary protocols. The HTTP/JSON protocol deploys HTTP calls to support the development..., Cloud
6718,yourbrowser API,/api/yourbrowser," yourbrowser.is allows developers to integrate a browser detection service with existing applications. Additionally, this service reports information such as operating system, screen resolution, pixel...", Browsers
6719,HackathonWatch API,/api/hackathonwatch, The HackathonWatch API allows users to list and broadcast scheduled hackathon events. Developers can deploy the API when submitting a hackathons to their client-side databases. It is also supports..., Hacking
6720,FantasyData MLB Live API,/api/fantasydata-mlb-live," The FantasyData MLB API provides real time coverage of all MLB games, including play-by-play and pitch-by-pitch details. Other features include: odds, weather, probable pitchers, projected/official...", Sports
6721,Category,/category/all/apis?page=887&order=field_article_primary_category&sort=asc,N/A,N/A
6722,SatoshiPay API,/api/satoshipay," You can use the SatoshiPay API to make digital goods like articles, images, video/audio and downloadable files available for purchase using the SatoshiPay widget. SatoshiPay is a nanopayment /...", Payments
6723,Msgdaddy Bulk SMS API,/api/msgdaddy-bulk-sms," Msgdaddy provides users with bulk and voice SMS services. A single request can send up to 9,999 messages. Msgdaddy can be used for one-way or two-way communications. Users can connect to Msgdaddy...", Messaging
6724,Spotter Inspection API,/api/spotter-inspection," Spotter is the customizable inspection app for iPad and Android tablets that improves safety and accuracy with photo, video, and offline data collection. Spotter helps users reduce their reliance on...", Forms
6725,Elevation API,/api/elevation," By using latitude and longitude, developers can obtain land elevation from 56°S to 60°N with a resolution of 1 arc-second, or around 30 meters. This API uses JSON for requests.", Geography
6726,AT&T In-App Messaging API,/api/att-app-messaging-0," The ATT In-App Messaging API allows you to send, receive, update, and delete MMS and SMS messages on behalf of a specific user after confirming explicit user consent. You can send messages to phone...", Applications
6727,AT&T Emergency Services API,/api/att-emergency-services," This REST ATT Emergency API associates the user's telephone number with a physical location. It uses Enhanced 911, E-911 or E911. This is a system that links urgent callers with public resources for...", Emergency
6728,Sports Open Data League Details API,/api/sports-open-data-league-details," The League Details REST API provides soccer information about the italian league Serie A. It allows you to retrieve league details like identifier, slug, nation or federation. Sports Open Data...", Sports
6729,PoGoWoBo Pokémon Bot API,/api/pogowobo-pok%C3%A9mon-bot," PoGoWoBo is a Pokémon Bot used for Pokémon Go automation with features such as egg incubation, evolving, catching, and multi account support. Niantic will soft ban the user if they log in the bot and...", Games
6730,ShieldSquare Bot Prevention API,/api/shieldsquare-bot-prevention, The ShieldSquare API is intended for developers who wish to block bad bots on their website or mobile app. The main API method is integration with websites and applications. ShieldSquare provides..., Bots
6731,Spzapi Czech Republic Car Check API,/api/spzapi-czech-republic-car-check, The Spzapi Sri Lanka Car Registration Lookup API allows developers to access and integrate the functionality of Spzapi. The main API methods include returning car details on any vehicle registered in..., Auto
6732,Category,/category/all/apis?page=888&order=field_article_primary_category&sort=asc,N/A,N/A
6733,Spzapi Sri Lanka Car Registration Lookup API,/api/spzapi-sri-lanka-car-registration-lookup, The Spzapi Sri Lanka Car Registration Lookup API allows developers to access and integrate the functionality of Spzapi. The main API methods include returning car details on any vehicle registered in..., Auto
6734,Honeybee.it TV Guide API,/api/honeybeeit-tv-guide," The Honeybee.it Guide TV API allows developers to access and integrate the functionality of Honeybee.it with other applications. The main API methods include accessing and retrieving TV information,...", TV
6735,HireAHelper API,/api/hireahelper, The HireAHelper API aims to provide developers with real-time availability and pricing for thousands of HireAHelper's moving labor vendors nationwide. You only need a zip code and a date to pull down..., Marketplace
6736,Presshub.io API,/api/presshubio," Presshub.io allows for developers to publish external site's articles and posts to many of the major online content publishers, such as Facebook Instant Articles, Apple News, and Medium.", API
6737,Snickers Media Encoding API,/api/snickers-media-encoding, The Snickers Media Encoding API integrates video into applications. It is available in REST architecture with HTTP requests., Video
6738,FarmBuild Farm Mapping API,/api/farmbuild-farm-mapping," The Farm Mapping API provides industries with personalized farm information. Land managers, farmers, and agricultural advisors are end users that can benefit from applications integrated with...", Agriculture
6739,Telldus API,/api/telldus, The Telldus API allows developers to programmatically interact with their TellStick connected gear in order to set up their own Smart Home. Simple if-then statements can be used to automatically..., Home Automation
6740,repl.it Code Evaluation API,/api/replit-code-evaluation, The repl.it Code Evaluation API allows developers to run codes in builder applications or browsers. It provides two distinctive interface options; the HTTP interface and Websocket interface. The HTTP..., Application Development
6741,Afilnet Cloud Marketing API,/api/afilnet-cloud-marketing," The Afilnet Cloud Marketing API links Afilnet subscriber to a portfolio of communication channels, including emails, SMS, and voice calls. Each of these channels features five functionalities for...", Telephony
6742,Google Cloud Speech API,/api/google-cloud-speech," The Cloud Speech API is a speech recognition system that applies powerful neural network models. The Speech API supports 80 languages and can transcribe text, and enable voice commands. This API is...", Transcription
6743,Category,/category/all/apis?page=889&order=field_article_primary_category&sort=asc,N/A,N/A
6744,Open Humans Public Data API,/api/open-humans-public-data," This API allows you to retrieve representations of data shared publicly by Open Humans members, including URLs to download that data. Data sources include American Gut, GoViral, Harvard Personal...", Data
6745,Qloo API,/api/qloo, The Qloo API detects trends in user preferences and personalizes related items within a database of culture and entertainment. The API generates matching recommendations for user-to-item or item-to-..., Recommendations
6746,Smooch Sunshine Conversations API,/api/smooch-sunshine-conversations," The Smooch Sunshine Conversations API offers a user-friendly way to add rich and integrated messaging into software or an application. With this API, users can create messaging experiences for...", Messaging
6747,Incomm Agent Solutions QPay API,/api/incomm-agent-solutions-qpay, The Incomm Agent Solutions QPay API integrates the Incomm Agent Solutions payments processing interface into the point-of-sale (POS) transactional platforms of authorized vendors. The API is a full..., Payments
6748,PicPurify Realtime Porn Image Detection API,/api/picpurify-realtime-porn-image-detection, Picpurify is an adult content moderation service based on deep learning technology. Over 1 million images were used to create an algorithm that identifies adult related content. The Realtime Porn..., Images
6749,Pingeolo API,/api/pingeolo," Pingeolo is a URI/CRUD API and geolocation provider with local data features such as longitude, latitude, weather, and timezone. It also offers an IP geolocation database for 170 countries which...", Location
6750,Zuora REST API,/api/zuora-rest," This REST API allows you to get information on ID, account, subscriptions, status and more. Zuora is subscription management system on a cloud platform with a library of reusable apps with a native...", Subscriptions
6751,OpenDataSoft Dataset Records API,/api/opendatasoft-dataset-records, This REST API makes it possible to fetch an individual record using its identifier (Record ID). OpenDataSoft is a SaaS that publishes data and manages API's using a cloud-based platform. It allows..., Data
6752,OpenDataSoft Record Search API,/api/opendatasoft-record-search, This REST API makes it possible to perform complex queries on the records of a dataset. Including full-text search or geo search and faceted search features on dataset records. OpenDataSoft is a..., Data
6753,OpenDataSoft Real Time Push API,/api/opendatasoft-real-time-push, This REST API allows you to build datasets out of real time data. It is useful for building crowd-sourced datasets. Real time push entry points can also be made available by dataset owners...., Data
6754,Category,/category/all/apis?page=890&order=field_article_primary_category&sort=asc,N/A,N/A
6755,OpenDataSoft Dataset Lookup API,/api/opendatasoft-dataset-lookup," This REST API makes it possible to fetch individual dataset information. OpenDataSoft is a SaaS that publishes data and manages API's using a cloud-based platform. It allows you to publish, share...", Data
6756,OpenDataSoft Dataset Search API,/api/opendatasoft-dataset-search," This REST API provides a search facility in the OpenDataSoft dataset catalog. Full test search, multi-criteria field queries and results faceting are provided. OpenDataSoft is a SaaS that publishes...", Data
6757,TelVue HyperCaster API,/api/telvue-hypercaster," The HyperCaster API is used to deliver a high quality, professional looking digital television channel. Content management is browser based, and the application supports categorization, search, and...", Video
6758,TelVue Princeton Server API,/api/telvue-princeton-server, The Princeton Server API allows integration with TelVue's Princeton products. Princeton is an all-in-one digital broadcasting system used to schedule and transmitting full days of programming. TelVue..., Cloud
6759,TelVue Connect API,/api/telvue-connect," The Connect API is a content management system which supports multi user distribution, smooth video streaming, and customizable video player. It exchanges information in JSON format. TelVue is a...", Cloud
